transaction_id,user_id,timestamp,direction,amount_eur,currency,transaction_type,merchant_name,merchant_category,merchant_country,channel,entry_mode,device_id,ip_country,is_international,is_recurring,recurring_name,beneficiary_id,is_fraud,fraud_type,user_home_city,hour,day_of_week,is_weekend,home_country,home_city,employment_status,segment,has_2fa,credit_score,risk_profile,merchant_seen_before,device_seen_before,potential_loss_eur,review_cost_eur,fraud_loss_eur
T0005112,U00016,2026-02-25T18:31:24+01:00,debit,3.28,EUR,CARD,CloudDrive Pro,subscription,US,card,online,U00016-DEV2,ES,1,0,none,,0,none,Munich,18,2,0,ES,Munich,student,Student,1,593,high,0,1,3.28,2.5,0.0
T0005113,U00016,2026-01-07T14:43:31+01:00,debit,77.21,EUR,ATM,ATM Withdrawal,atm,DE,atm,not_applicable,U00016-DEV1,ES,1,0,none,,0,none,Munich,14,2,0,ES,Munich,student,Student,1,593,high,0,1,77.21,2.5,0.0
T0005114,U00016,2026-03-04T21:19:52+01:00,debit,8.83,EUR,CARD,RideNow,transport,CH,card,contactless,U00016-DEV1,ES,1,0,none,,0,none,Munich,21,2,0,ES,Munich,student,Student,1,593,high,1,1,8.83,2.5,0.0
T0005115,U00016,2026-03-29T15:07:14+01:00,debit,237.63,EUR,TRANSFER,Family Transfer,other,US,bank_transfer,not_applicable,U00016-DEV1,ES,1,0,none,B001676,0,none,Munich,15,6,1,ES,Munich,student,Student,1,593,high,1,1,237.63,2.5,0.0
T0005116,U00016,2026-03-16T14:23:47+01:00,debit,8.0,EUR,TRANSFER,Marketplace Seller,other,DE,bank_transfer,not_applicable,U00016-DEV2,ES,1,0,none,B002264,0,none,Munich,14,0,0,ES,Munich,student,Student,1,593,high,1,1,8.0,2.5,0.0
T0005117,U00016,2026-01-23T16:27:59+01:00,debit,18.78,EUR,CARD,RideNow,transport,GB,card,online,U00016-DEV1,ES,1,0,none,,0,none,Munich,16,4,0,ES,Munich,student,Student,1,593,high,1,1,18.78,2.5,0.0
T0005118,U00016,2026-03-25T16:50:30+01:00,debit,233.07,EUR,CARD,CityTaxi,travel,DE,card,chip,U00016-DEV2,ES,1,0,none,,0,none,Munich,16,2,0,ES,Munich,student,Student,1,593,high,1,1,233.07,2.5,0.0
T0005119,U00016,2026-02-23T17:30:18+01:00,debit,8.0,EUR,TRANSFER,Marketplace Seller,other,DE,bank_transfer,not_applicable,U00016-DEV2,ES,1,0,none,B002642,0,none,Munich,17,0,0,ES,Munich,student,Student,1,593,high,1,1,8.0,2.5,0.0
T0005120,U00016,2026-01-20T18:36:38+01:00,debit,64.07,EUR,ATM,ATM Withdrawal,atm,DE,atm,not_applicable,U00016-DEV2,ES,1,0,none,,0,none,Munich,18,1,0,ES,Munich,student,Student,1,593,high,1,1,64.07,2.5,0.0
T0005121,U00016,2026-01-15T15:21:38+01:00,debit,31.4,EUR,CARD,DiscountMart,groceries,DE,card,contactless,U00016-DEV1,ES,1,0,none,,0,none,Munich,15,3,0,ES,Munich,student,Student,1,593,high,1,1,31.4,2.5,0.0
T0005122,U00016,2026-01-05T11:18:14+01:00,debit,44.01,EUR,CARD,Supermarkt König,groceries,DE,card,contactless,U00016-DEV2,ES,1,0,none,,0,none,Munich,11,0,0,ES,Munich,student,Student,1,593,high,0,1,44.01,2.5,0.0
T0005123,U00016,2026-02-08T17:22:54+01:00,debit,20.03,EUR,CARD,BVG Ticket,transport,ES,card,chip,U00016-DEV2,ES,0,0,none,,0,none,Munich,17,6,1,ES,Munich,student,Student,1,593,high,1,1,20.03,2.5,0.0
T0005124,U00016,2026-02-15T15:22:45+01:00,debit,23.4,EUR,CARD,GymFit,subscription,AT,card,chip,U00016-DEV2,ES,1,0,none,,0,none,Munich,15,6,1,ES,Munich,student,Student,1,593,high,1,1,23.4,2.5,0.0
T0005125,U00016,2026-03-24T18:39:45+01:00,debit,9.71,EUR,CARD,Café Spreeblick,restaurants,DE,card,chip,U00016-DEV2,FR,1,0,none,,0,none,Munich,18,1,0,ES,Munich,student,Student,1,593,high,1,1,9.71,2.5,0.0
T0005126,U00016,2026-03-07T20:25:59+01:00,debit,5.44,EUR,CARD,RideNow,transport,NL,card,contactless,U00016-DEV1,ES,1,0,none,,0,none,Munich,20,5,1,ES,Munich,student,Student,1,593,high,1,1,5.44,2.5,0.0
T0005127,U00016,2026-01-10T20:15:25+01:00,debit,49.58,EUR,CARD,BioMarkt,groceries,NL,card,contactless,U00016-DEV1,ES,1,0,none,,0,none,Munich,20,5,1,ES,Munich,student,Student,1,593,high,1,1,49.58,2.5,0.0
T0005128,U00016,2026-01-17T20:28:10+01:00,debit,8.0,EUR,TRANSFER,Shared Expenses,other,DE,bank_transfer,not_applicable,U00016-DEV2,ES,1,0,none,B000377,0,none,Munich,20,5,1,ES,Munich,student,Student,1,593,high,0,1,8.0,2.5,0.0
T0005129,U00016,2026-01-01T17:49:51+01:00,debit,115.74,EUR,TRANSFER,Family Transfer,other,DE,bank_transfer,not_applicable,U00016-DEV2,ES,1,0,none,B002890,0,none,Munich,17,3,0,ES,Munich,student,Student,1,593,high,0,1,115.74,2.5,0.0
T0005130,U00016,2026-03-27T21:53:58+01:00,debit,29.22,EUR,CARD,DiscountMart,groceries,NL,card,contactless,U00016-DEV2,ES,1,0,none,,0,none,Munich,21,4,0,ES,Munich,student,Student,1,593,high,1,1,29.22,2.5,0.0
T0005131,U00016,2026-02-01T18:49:39+01:00,debit,63.56,EUR,CARD,BioMarkt,groceries,DE,card,online,U00016-DEV2,ES,1,0,none,,0,none,Munich,18,6,1,ES,Munich,student,Student,1,593,high,1,1,63.56,2.5,0.0
T0005132,U00016,2026-03-14T22:34:27+01:00,debit,71.82,EUR,CARD,SmartGadgets,electronics,NL,card,chip,U00016-DEV2,ES,1,0,none,,0,none,Munich,22,5,1,ES,Munich,student,Student,1,593,high,1,1,71.82,2.5,0.0
T0005133,U00016,2026-02-11T18:30:54+01:00,debit,11.12,EUR,CARD,DB Bahn,transport,IT,card,contactless,U00016-DEV1,ES,1,0,none,,0,none,Munich,18,2,0,ES,Munich,student,Student,1,593,high,1,1,11.12,2.5,0.0
T0005134,U00016,2026-01-13T19:02:44+01:00,debit,105.45,EUR,TRANSFER,Family Transfer,other,DE,bank_transfer,not_applicable,U00016-DEV2,ES,1,0,none,B002251,0,none,Munich,19,1,0,ES,Munich,student,Student,1,593,high,1,1,105.45,2.5,0.0
T0005135,U00016,2026-03-05T17:13:17+01:00,debit,72.38,EUR,CARD,Stadtwerke Energie,utilities,FR,card,contactless,U00016-DEV2,ES,1,0,none,,0,none,Munich,17,3,0,ES,Munich,student,Student,1,593,high,1,1,72.38,2.5,0.0
T0005136,U00016,2026-03-04T19:54:18+01:00,debit,30.44,EUR,CARD,RideNow,transport,DE,card,contactless,U00016-DEV1,ES,1,0,none,,0,none,Munich,19,2,0,ES,Munich,student,Student,1,593,high,1,1,30.44,2.5,0.0
T0005137,U00016,2026-03-21T17:11:57+01:00,debit,345.12,EUR,CARD,TechWorld Online,electronics,AT,card,contactless,U00016-DEV1,ES,1,0,none,,0,none,Munich,17,5,1,ES,Munich,student,Student,1,593,high,1,1,345.12,2.5,0.0
T0005138,U00016,2026-02-19T16:22:00+01:00,debit,37.39,EUR,CARD,BioMarkt,groceries,FR,card,contactless,U00016-DEV2,ES,1,0,none,,0,none,Munich,16,3,0,ES,Munich,student,Student,1,593,high,1,1,37.39,2.5,0.0
T0005139,U00016,2026-03-24T20:08:04+01:00,debit,66.8,EUR,ATM,ATM Withdrawal,atm,DE,atm,not_applicable,U00016-DEV1,ES,1,0,none,,0,none,Munich,20,1,0,ES,Munich,student,Student,1,593,high,1,1,66.8,2.5,0.0
T0005140,U00016,2026-01-03T19:50:24+01:00,debit,14.41,EUR,CARD,BookStore Campus,other,DE,card,chip,U00016-DEV1,ES,1,0,none,,0,none,Munich,19,5,1,ES,Munich,student,Student,1,593,high,0,1,14.41,2.5,0.0
T0005141,U00016,2026-02-08T19:45:51+01:00,debit,35.31,EUR,CARD,Pharmacy Plus,other,FR,card,contactless,U00016-DEV1,ES,1,0,none,,0,none,Munich,19,6,1,ES,Munich,student,Student,1,593,high,1,1,35.31,2.5,0.0
T0005142,U00016,2026-02-15T13:57:16+01:00,debit,2.0,EUR,CARD,Gas & Strom Direkt,utilities,ES,card,contactless,U00016-DEV1,ES,0,0,none,,0,none,Munich,13,6,1,ES,Munich,student,Student,1,593,high,1,1,2.0,2.5,0.0
T0005143,U00016,2026-03-21T16:00:37+01:00,debit,18.01,EUR,CARD,Café Spreeblick,restaurants,CH,card,contactless,U00016-DEV2,ES,1,0,none,,0,none,Munich,16,5,1,ES,Munich,student,Student,1,593,high,1,1,18.01,2.5,0.0
T0005144,U00017,2026-03-01T14:23:45+01:00,debit,19.87,EUR,CARD,DB Bahn,transport,DE,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,14,6,1,AT,Hamburg,student,Student,1,680,high,0,1,19.87,2.5,0.0
T0005145,U00017,2026-02-07T15:20:53+01:00,debit,4.0,EUR,CARD,Café Spreeblick,restaurants,GB,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,15,5,1,AT,Hamburg,student,Student,1,680,high,1,1,4.0,2.5,0.0
T0005146,U00017,2026-03-16T10:13:42+01:00,debit,44.72,EUR,CARD,Sushi Central,restaurants,DE,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,10,0,0,AT,Hamburg,student,Student,1,680,high,1,1,44.72,2.5,0.0
T0005147,U00017,2026-01-24T14:16:44+01:00,debit,17.17,EUR,CARD,BookStore Campus,other,CH,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,14,5,1,AT,Hamburg,student,Student,1,680,high,1,1,17.17,2.5,0.0
T0005148,U00017,2026-03-16T13:57:24+01:00,debit,48.82,EUR,CARD,BookStore Campus,other,GB,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,13,0,0,AT,Hamburg,student,Student,1,680,high,1,1,48.82,2.5,0.0
T0005149,U00017,2026-01-27T13:44:56+01:00,debit,3.08,EUR,CARD,CloudDrive Pro,subscription,GB,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,13,1,0,AT,Hamburg,student,Student,1,680,high,1,1,3.08,2.5,0.0
T0005150,U00017,2026-01-08T09:39:02+01:00,debit,39.12,EUR,TRANSFER,Family Transfer,other,GB,bank_transfer,not_applicable,U00017-DEV1,NL,1,0,none,B000537,0,none,Hamburg,9,3,0,AT,Hamburg,student,Student,1,680,high,0,1,39.12,2.5,0.0
T0005151,U00017,2026-01-25T13:26:47+01:00,debit,49.8,EUR,CARD,Pharmacy Plus,other,DE,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,13,6,1,AT,Hamburg,student,Student,1,680,high,1,1,49.8,2.5,0.0
T0005152,U00017,2026-01-11T17:37:15+01:00,debit,8.0,EUR,TRANSFER,Shared Expenses,other,GB,bank_transfer,not_applicable,U00017-DEV1,AT,1,0,none,B003861,0,none,Hamburg,17,6,1,AT,Hamburg,student,Student,1,680,high,0,1,8.0,2.5,0.0
T0005153,U00017,2026-03-07T16:31:19+01:00,debit,4.0,EUR,CARD,Sushi Central,restaurants,DE,card,online,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,16,5,1,AT,Hamburg,student,Student,1,680,high,1,1,4.0,2.5,0.0
T0005154,U00017,2026-01-27T19:32:51+01:00,debit,29.76,EUR,CARD,Wasserbetrieb Berlin,utilities,CH,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,19,1,0,AT,Hamburg,student,Student,1,680,high,1,1,29.76,2.5,0.0
T0005155,U00017,2026-03-19T15:03:15+01:00,debit,134.65,EUR,ATM,ATM Withdrawal,atm,DE,atm,not_applicable,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,15,3,0,AT,Hamburg,student,Student,1,680,high,1,1,134.65,2.5,0.0
T0005156,U00017,2026-01-18T17:59:30+01:00,debit,249.79,EUR,TRANSFER,Marketplace Seller,other,DE,bank_transfer,not_applicable,U00017-DEV1,IT,1,0,none,B002969,0,none,Hamburg,17,6,1,AT,Hamburg,student,Student,1,680,high,1,1,249.79,2.5,0.0
T0005157,U00017,2026-03-23T13:39:15+01:00,debit,3.66,EUR,CARD,StreamFlix,subscription,IT,card,online,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,13,0,0,AT,Hamburg,student,Student,1,680,high,1,1,3.66,2.5,0.0
T0005158,U00017,2026-03-09T19:20:11+01:00,debit,53.12,EUR,TRANSFER,Shared Expenses,other,ES,bank_transfer,not_applicable,U00017-DEV1,AT,1,0,none,B000916,0,none,Hamburg,19,0,0,AT,Hamburg,student,Student,1,680,high,1,1,53.12,2.5,0.0
T0005159,U00017,2026-01-01T09:57:38+01:00,debit,27.18,EUR,CARD,Supermarkt König,groceries,DE,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,9,3,0,AT,Hamburg,student,Student,1,680,high,0,0,27.18,2.5,0.0
T0005160,U00017,2026-03-16T14:07:55+01:00,debit,7.08,EUR,CARD,GymFit,subscription,GB,card,contactless,U00017-DEV1,DE,1,0,none,,0,none,Hamburg,14,0,0,AT,Hamburg,student,Student,1,680,high,1,1,7.08,2.5,0.0
T0005161,U00017,2026-02-27T15:25:26+01:00,debit,67.48,EUR,CARD,Supermarkt König,groceries,DE,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,15,4,0,AT,Hamburg,student,Student,1,680,high,1,1,67.48,2.5,0.0
T0005162,U00017,2026-03-14T15:26:08+01:00,debit,15.82,EUR,CARD,Supermarkt König,groceries,DE,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,15,5,1,AT,Hamburg,student,Student,1,680,high,1,1,15.82,2.5,0.0
T0005163,U00017,2026-03-28T19:21:39+01:00,debit,3.5,EUR,CARD,Supermarkt König,groceries,DE,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,19,5,1,AT,Hamburg,student,Student,1,680,high,1,1,3.5,2.5,0.0
T0005164,U00017,2026-01-03T07:28:01+01:00,debit,62.73,EUR,CARD,Wasserbetrieb Berlin,utilities,DE,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,7,5,1,AT,Hamburg,student,Student,1,680,high,0,1,62.73,2.5,0.0
T0005165,U00017,2026-01-26T14:58:37+01:00,debit,148.83,EUR,TRANSFER,Rent Top-up,other,AT,bank_transfer,not_applicable,U00017-DEV1,AT,0,0,none,B004372,0,none,Hamburg,14,0,0,AT,Hamburg,student,Student,1,680,high,1,1,148.83,2.5,0.0
T0005166,U00017,2026-03-17T14:29:40+01:00,debit,36.61,EUR,CARD,DiscountMart,groceries,IT,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,14,1,0,AT,Hamburg,student,Student,1,680,high,1,1,36.61,2.5,0.0
T0005167,U00017,2026-02-02T14:27:45+01:00,debit,47.65,EUR,CARD,Stadtwerke Energie,utilities,DE,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,14,0,0,AT,Hamburg,student,Student,1,680,high,1,1,47.65,2.5,0.0
T0005168,U00017,2026-01-08T12:51:53+01:00,debit,19.51,EUR,CARD,Gas & Strom Direkt,utilities,NL,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,12,3,0,AT,Hamburg,student,Student,1,680,high,0,1,19.51,2.5,0.0
T0005169,U00017,2026-01-12T12:48:01+01:00,debit,2.5,EUR,CARD,CloudDrive Pro,subscription,US,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,12,0,0,AT,Hamburg,student,Student,1,680,high,1,1,2.5,2.5,0.0
T0005170,U00017,2026-01-01T20:04:07+01:00,debit,25.54,EUR,CARD,BVG Ticket,transport,DE,card,online,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,20,3,0,AT,Hamburg,student,Student,1,680,high,0,1,25.54,2.5,0.0
T0005171,U00017,2026-01-30T15:52:50+01:00,debit,16.92,EUR,CARD,Wasserbetrieb Berlin,utilities,ES,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,15,4,0,AT,Hamburg,student,Student,1,680,high,1,1,16.92,2.5,0.0
T0005172,U00017,2026-02-26T11:06:58+01:00,debit,124.26,EUR,TRANSFER,Marketplace Seller,other,DE,bank_transfer,not_applicable,U00017-DEV1,AT,1,0,none,B002203,0,none,Hamburg,11,3,0,AT,Hamburg,student,Student,1,680,high,1,1,124.26,2.5,0.0
T0005173,U00017,2026-02-01T14:24:21+01:00,debit,5.5,EUR,CARD,Stadtwerke Energie,utilities,GB,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,14,6,1,AT,Hamburg,student,Student,1,680,high,1,1,5.5,2.5,0.0
T0005174,U00017,2026-03-31T14:53:08+01:00,debit,45.78,EUR,CARD,Pizza & Pasta,restaurants,ES,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,14,1,0,AT,Hamburg,student,Student,1,680,high,1,1,45.78,2.5,0.0
T0005175,U00017,2026-03-31T17:17:09+01:00,debit,20.78,EUR,CARD,Supermarkt König,groceries,NL,card,online,U00017-DEV1,IT,1,0,none,,0,none,Hamburg,17,1,0,AT,Hamburg,student,Student,1,680,high,1,1,20.78,2.5,0.0
T0005176,U00017,2026-03-05T18:09:21+01:00,debit,18.87,EUR,CARD,Pizza & Pasta,restaurants,DE,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,18,3,0,AT,Hamburg,student,Student,1,680,high,1,1,18.87,2.5,0.0
T0005177,U00017,2026-01-29T17:15:30+01:00,debit,47.58,EUR,CARD,Supermarkt König,groceries,DE,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,17,3,0,AT,Hamburg,student,Student,1,680,high,1,1,47.58,2.5,0.0
T0005178,U00017,2026-02-22T09:12:41+01:00,debit,2.0,EUR,CARD,Wasserbetrieb Berlin,utilities,FR,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,9,6,1,AT,Hamburg,student,Student,1,680,high,1,1,2.0,2.5,0.0
T0005179,U00017,2026-01-11T21:30:01+01:00,debit,22.48,EUR,CARD,CloudDrive Pro,subscription,FR,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,21,6,1,AT,Hamburg,student,Student,1,680,high,0,1,22.48,2.5,0.0
T0005180,U00017,2026-03-11T11:13:40+01:00,debit,7.67,EUR,CARD,GymFit,subscription,NL,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,11,2,0,AT,Hamburg,student,Student,1,680,high,1,1,7.67,2.5,0.0
T0005181,U00017,2026-03-07T12:24:54+01:00,debit,13.19,EUR,CARD,Café Spreeblick,restaurants,NL,card,online,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,12,5,1,AT,Hamburg,student,Student,1,680,high,1,1,13.19,2.5,0.0
T0005182,U00017,2026-03-22T15:13:34+01:00,debit,22.33,EUR,CARD,BioMarkt,groceries,ES,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,15,6,1,AT,Hamburg,student,Student,1,680,high,1,1,22.33,2.5,0.0
T0005183,U00017,2026-01-23T23:08:39+01:00,debit,62.63,EUR,CARD,Supermarkt König,groceries,DE,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,23,4,0,AT,Hamburg,student,Student,1,680,high,1,1,62.63,2.5,0.0
T0005184,U00017,2026-02-17T11:11:48+01:00,debit,124.9,EUR,TRANSFER,Marketplace Seller,other,DE,bank_transfer,not_applicable,U00017-DEV1,AT,1,0,none,B004904,0,none,Hamburg,11,1,0,AT,Hamburg,student,Student,1,680,high,1,1,124.9,2.5,0.0
T0005185,U00017,2026-02-05T15:57:06+01:00,debit,151.57,EUR,ATM,ATM Withdrawal,atm,DE,atm,not_applicable,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,15,3,0,AT,Hamburg,student,Student,1,680,high,1,1,151.57,2.5,0.0
T0005186,U00017,2026-03-12T16:29:28+01:00,debit,2.0,EUR,CARD,HomeGoods,other,DE,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,16,3,0,AT,Hamburg,student,Student,1,680,high,1,1,2.0,2.5,0.0
T0005187,U00017,2026-03-26T15:13:48+01:00,debit,246.17,EUR,TRANSFER,Shared Expenses,other,NL,bank_transfer,not_applicable,U00017-DEV1,CZ,1,0,none,B001455,0,none,Hamburg,15,3,0,AT,Hamburg,student,Student,1,680,high,1,1,246.17,2.5,0.0
T0005188,U00017,2026-02-10T11:16:44+01:00,debit,7.05,EUR,CARD,BVG Ticket,transport,DE,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,11,1,0,AT,Hamburg,student,Student,1,680,high,1,1,7.05,2.5,0.0
T0005189,U00017,2026-01-09T19:24:51+01:00,debit,27.38,EUR,ATM,ATM Withdrawal,atm,DE,atm,not_applicable,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,19,4,0,AT,Hamburg,student,Student,1,680,high,1,1,27.38,2.5,0.0
T0005190,U00017,2026-01-20T17:17:28+01:00,debit,45.11,EUR,CARD,DiscountMart,groceries,DE,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,17,1,0,AT,Hamburg,student,Student,1,680,high,1,1,45.11,2.5,0.0
T0005191,U00017,2026-02-09T14:12:48+01:00,debit,74.27,EUR,ATM,ATM Withdrawal,atm,DE,atm,not_applicable,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,14,0,0,AT,Hamburg,student,Student,1,680,high,1,1,74.27,2.5,0.0
T0005192,U00017,2026-03-21T17:31:07+01:00,debit,37.03,EUR,CARD,Supermarkt König,groceries,DE,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,17,5,1,AT,Hamburg,student,Student,1,680,high,1,1,37.03,2.5,0.0
T0005193,U00017,2026-03-05T10:15:38+01:00,debit,44.38,EUR,CARD,Sushi Central,restaurants,CH,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,10,3,0,AT,Hamburg,student,Student,1,680,high,1,1,44.38,2.5,0.0
T0005194,U00017,2026-01-23T14:18:13+01:00,debit,30.86,EUR,CARD,Sushi Central,restaurants,AT,card,online,U00017-DEV1,AT,0,0,none,,0,none,Hamburg,14,4,0,AT,Hamburg,student,Student,1,680,high,1,1,30.86,2.5,0.0
T0005195,U00017,2026-01-27T18:59:56+01:00,debit,100.08,EUR,ATM,ATM Withdrawal,atm,DE,atm,not_applicable,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,18,1,0,AT,Hamburg,student,Student,1,680,high,1,1,100.08,2.5,0.0
T0005196,U00017,2026-03-14T12:19:07+01:00,debit,64.96,EUR,CARD,Wasserbetrieb Berlin,utilities,DE,card,contactless,U00017-DEV1,DE,1,0,none,,0,none,Hamburg,12,5,1,AT,Hamburg,student,Student,1,680,high,1,1,64.96,2.5,0.0
T0005197,U00017,2026-01-27T15:29:40+01:00,debit,128.11,EUR,TRANSFER,Marketplace Seller,other,GB,bank_transfer,not_applicable,U00017-DEV1,AT,1,0,none,B000564,0,none,Hamburg,15,1,0,AT,Hamburg,student,Student,1,680,high,1,1,128.11,2.5,0.0
T0005198,U00017,2026-03-19T19:17:57+01:00,debit,65.72,EUR,ATM,ATM Withdrawal,atm,DE,atm,not_applicable,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,19,3,0,AT,Hamburg,student,Student,1,680,high,1,1,65.72,2.5,0.0
T0005199,U00017,2026-03-05T14:06:14+01:00,debit,47.54,EUR,CARD,BioMarkt,groceries,IT,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,14,3,0,AT,Hamburg,student,Student,1,680,high,1,1,47.54,2.5,0.0
T0005200,U00017,2026-02-25T15:49:57+01:00,debit,20.72,EUR,CARD,BioMarkt,groceries,DE,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,15,2,0,AT,Hamburg,student,Student,1,680,high,1,1,20.72,2.5,0.0
T0005201,U00017,2026-01-04T13:29:19+01:00,debit,9.14,EUR,CARD,Café Spreeblick,restaurants,IT,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,13,6,1,AT,Hamburg,student,Student,1,680,high,0,1,9.14,2.5,0.0
T0005202,U00017,2026-03-23T12:08:19+01:00,debit,1.8,EUR,CARD,DB Bahn,transport,DE,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,12,0,0,AT,Hamburg,student,Student,1,680,high,1,1,1.8,2.5,0.0
T0005203,U00017,2026-03-09T13:32:07+01:00,debit,18.63,EUR,CARD,BioMarkt,groceries,DE,card,online,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,13,0,0,AT,Hamburg,student,Student,1,680,high,1,1,18.63,2.5,0.0
T0005204,U00017,2026-01-28T13:40:24+01:00,debit,116.58,EUR,TRANSFER,Shared Expenses,other,DE,bank_transfer,not_applicable,U00017-DEV1,AT,1,0,none,B001663,0,none,Hamburg,13,2,0,AT,Hamburg,student,Student,1,680,high,1,1,116.58,2.5,0.0
T0005205,U00017,2026-03-28T15:14:07+01:00,debit,39.86,EUR,CARD,Pharmacy Plus,other,DE,card,online,U00017-DEV1,FR,1,0,none,,0,none,Hamburg,15,5,1,AT,Hamburg,student,Student,1,680,high,1,1,39.86,2.5,0.0
T0005206,U00017,2026-03-31T13:33:29+01:00,debit,31.71,EUR,CARD,BVG Ticket,transport,CH,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,13,1,0,AT,Hamburg,student,Student,1,680,high,1,1,31.71,2.5,0.0
T0005207,U00017,2026-02-15T16:57:22+01:00,debit,50.84,EUR,CARD,RideNow,transport,CH,card,chip,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,16,6,1,AT,Hamburg,student,Student,1,680,high,1,1,50.84,2.5,0.0
T0005208,U00017,2026-02-17T14:21:52+01:00,debit,53.73,EUR,CARD,HomeGoods,other,DE,card,online,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,14,1,0,AT,Hamburg,student,Student,1,680,high,1,1,53.73,2.5,0.0
T0005209,U00017,2026-03-17T14:47:26+01:00,debit,102.09,EUR,CARD,BookStore Campus,other,DE,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,14,1,0,AT,Hamburg,student,Student,1,680,high,1,1,102.09,2.5,0.0
T0005210,U00017,2026-03-05T17:08:56+01:00,debit,75.65,EUR,ATM,ATM Withdrawal,atm,DE,atm,not_applicable,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,17,3,0,AT,Hamburg,student,Student,1,680,high,1,1,75.65,2.5,0.0
T0005211,U00017,2026-01-21T13:15:55+01:00,debit,8.0,EUR,TRANSFER,Shared Expenses,other,DE,bank_transfer,not_applicable,U00017-DEV1,AT,1,0,none,B003674,0,none,Hamburg,13,2,0,AT,Hamburg,student,Student,1,680,high,1,1,8.0,2.5,0.0
T0005212,U00017,2026-02-26T16:53:18+01:00,debit,19.88,EUR,CARD,Sushi Central,restaurants,AT,card,contactless,U00017-DEV1,AT,0,0,none,,0,none,Hamburg,16,3,0,AT,Hamburg,student,Student,1,680,high,1,1,19.88,2.5,0.0
T0005213,U00017,2026-01-18T14:09:09+01:00,debit,430.81,EUR,CARD,TechWorld Online,electronics,AT,card,contactless,U00017-DEV1,AT,0,0,none,,0,none,Hamburg,14,6,1,AT,Hamburg,student,Student,1,680,high,0,1,430.81,2.5,0.0
T0005214,U00017,2026-01-06T11:14:42+01:00,debit,8.36,EUR,CARD,BioMarkt,groceries,IT,card,contactless,U00017-DEV1,AT,1,0,none,,0,none,Hamburg,11,1,0,AT,Hamburg,student,Student,1,680,high,1,1,8.36,2.5,0.0
